Date,Time,Product Category,Channel,Ad Spend,Conversions,Revenue,Customer Segment
2024-11-01,Afternoon,He,Email,93.47,8,155.06,Loyal
2025-01-10,Evening,More,Influencer,24.62,10,345.91,Loyal
2025-02-10,Afternoon,Long,In-store,145.39,9,465.53,Loyal
2025-01-20,Morning,Nice,Social Media,50.44,4,318.42,Loyal
2025-01-18,Evening,Structure,Influencer,49.11,1,188.66,Loyal
2025-04-19,Night,Brother,Social Media,139.44,8,231.07,New
2025-02-05,Evening,Outside,In-store,11.13,6,244.38,Returning
2024-11-08,Morning,Indicate,Influencer,108.85,8,285.27,Loyal
2025-02-11,Evening,Class,In-store,48.4,6,424.91,Returning
2025-04-27,Morning,Say,Influencer,39.34,6,361.62,New
2024-11-05,Afternoon,Power,Email,143.38,10,427.49,Returning
2025-04-17,Afternoon,Size,In-store,113.55,4,94.6,Loyal
2025-03-01,Afternoon,Dream,Email,40.06,4,90.08,Returning
2024-11-27,Evening,Paper,In-store,78.6,1,136.91,New
2025-04-17,Morning,Wind,In-store,32.39,9,204.59,New
2025-04-25,Morning,Trial,Email,87.86,9,395.93,Returning
2024-11-19,Evening,Improve,Influencer,35.54,2,175.1,Returning
2025-03-15,Afternoon,Discussion,In-store,115.14,4,493.1,New
2025-01-22,Evening,Next,Email,117.25,0,217.29,Returning
2025-02-08,Night,Although,Email,51.44,10,433.85,Loyal
2025-04-20,Morning,Knowledge,Social Media,38.35,7,47.67,New
2025-03-13,Morning,Produce,Social Media,93.33,3,92.25,New
2025-03-26,Morning,Seem,Influencer,75.26,1,246.36,New
2025-04-08,Evening,Onto,In-store,24.93,4,283.76,Returning
2025-04-20,Afternoon,History,Influencer,33.96,10,468.13,New
2025-03-06,Afternoon,Her,Influencer,77.04,4,263,Returning
2024-11-22,Morning,Method,Email,47.11,4,170.26,Returning
2025-03-14,Morning,Course,In-store,123.03,8,331.49,Returning
2025-03-19,Morning,Want,Influencer,14.02,3,271.25,Returning
2024-12-12,Evening,Almost,Social Media,50.34,10,304.96,Returning
2024-11-02,Morning,Home,Influencer,109.18,8,29.63,Returning
2024-12-23,Morning,Join,Social Media,28.62,7,231.19,Returning
2024-11-07,Evening,Test,Social Media,31.42,6,61.12,New
2025-04-17,Afternoon,Thought,In-store,135.39,5,91.98,Returning
2024-11-07,Afternoon,Poor,Social Media,68.4,6,182.09,New
2024-12-16,Morning,Some,In-store,64.75,6,157.2,Returning
2025-04-18,Morning,Task,Social Media,90.79,6,110.44,Returning
2025-01-18,Night,Form,In-store,81.78,0,333.44,Loyal
2024-11-19,Night,Out,Email,138.85,1,239.94,New
2025-01-21,Night,Break,Influencer,27.82,9,402.89,Loyal
2024-12-17,Evening,End,Social Media,59.56,9,110.13,New
2025-03-08,Evening,Ground,Social Media,123.81,1,321.54,New
2024-10-31,Evening,Line,Influencer,20.02,3,53.02,Loyal
2024-11-16,Morning,Theory,In-store,149.85,8,350.49,New
2025-04-16,Night,School,In-store,32.72,9,382.24,Returning
2024-11-15,Afternoon,Media,Email,47.71,8,373.06,New
2025-02-08,Evening,Leader,In-store,27.76,8,431.21,Returning
2024-11-17,Morning,Camera,Influencer,53.82,10,440.33,Loyal
2024-12-28,Afternoon,Night,In-store,17.57,3,198.02,New
2025-02-09,Morning,Son,Social Media,19.22,7,437.85,Returning
2025-04-20,Evening,Against,Email,95.43,6,350.94,Returning
2025-04-02,Morning,Detail,In-store,84.74,0,118.81,New
2025-01-14,Evening,Newspaper,Social Media,113.6,2,201.02,New
2024-12-22,Evening,Actually,Influencer,22.73,3,412.26,New
2024-11-24,Morning,Last,Social Media,17.09,6,308.2,Loyal
2024-11-16,Evening,Look,Social Media,138.13,3,162.7,Returning
2025-01-14,Morning,Camera,Social Media,113.06,10,485.82,Returning
2025-02-19,Afternoon,Fine,In-store,87.76,5,80.92,New
2025-01-09,Morning,General,Email,33.09,10,72.05,Loyal
2025-02-26,Afternoon,Human,Influencer,22.26,0,163.67,New
2025-01-20,Afternoon,Good,Influencer,132.11,5,172.12,Returning
2025-02-02,Night,Dream,In-store,137.39,6,137.01,New
2025-04-13,Evening,Official,Email,76.8,9,341.16,New
2025-01-28,Afternoon,Energy,Social Media,52.91,4,426.46,Returning
2025-01-15,Morning,Early,Social Media,126.35,9,242.02,Returning
2025-04-01,Morning,Concern,Email,48.3,4,390.06,Loyal
2024-12-18,Afternoon,Sound,Influencer,15.22,1,353.72,Loyal
2025-03-03,Morning,Understand,Influencer,144.2,0,76.6,New
2025-03-10,Morning,View,Social Media,20.45,6,228.11,Returning
2025-01-06,Afternoon,Sound,Email,41.56,8,140.11,Loyal
2025-01-22,Night,Along,Influencer,92.42,6,52.9,Loyal
2025-04-02,Morning,Environmental,Influencer,125.05,10,373.08,Loyal
2025-04-05,Night,Act,Social Media,57.94,2,111.35,Returning
2025-02-12,Night,Scene,Social Media,37.76,1,477.74,Loyal
2025-03-27,Evening,Offer,Email,35.53,3,76.01,Loyal
2024-11-05,Evening,Also,Email,98.89,4,331.64,New
2024-11-20,Evening,Offer,Influencer,101.85,5,69.38,Returning
2024-12-10,Evening,Section,In-store,5.05,8,204.39,Loyal
2025-04-27,Afternoon,Owner,Email,144.75,10,466.89,Returning
2025-04-10,Afternoon,Threat,Social Media,44.61,9,288.78,Returning
2024-12-09,Evening,Public,Email,143.71,1,495.27,New
2025-03-19,Morning,Vote,Influencer,23.6,2,446.6,Loyal
2024-12-27,Afternoon,Pull,Social Media,93.74,3,49.28,Loyal
2025-02-04,Evening,Stuff,Email,75.56,7,276.17,New
2024-11-29,Morning,Girl,Influencer,122.46,2,37.57,New
2025-02-04,Morning,Sometimes,In-store,127.77,1,417.22,Loyal
2025-01-08,Night,Feeling,In-store,148.24,2,357.32,Loyal
2025-01-06,Evening,Follow,Influencer,140.62,3,328.27,New
2025-02-28,Afternoon,Single,Influencer,77.3,7,333.11,Returning
2024-12-31,Evening,Risk,Social Media,130.54,2,406.72,New
2024-12-04,Morning,Have,Email,100.56,6,373.84,Returning
2025-01-28,Morning,Cultural,Email,59.4,2,95.32,New
2025-01-18,Afternoon,Very,Email,61.19,1,478.7,New
2024-12-13,Evening,Within,In-store,59.67,10,440.91,New
2025-01-14,Evening,Whole,In-store,76.64,3,141.63,Loyal
2024-12-16,Evening,Form,Email,75.71,7,148.28,Returning
2025-04-25,Afternoon,Everything,Social Media,148.89,0,489.04,Loyal
2024-12-25,Afternoon,Camera,Email,17.42,9,410.16,Returning
2025-01-10,Morning,Old,Email,16.42,3,413.11,New
2024-11-26,Night,Customer,Influencer,114.12,7,70.63,Loyal
2025-03-10,Night,Partner,Social Media,109.44,3,459.36,Returning
2025-04-02,Night,You,Social Media,111.21,8,132.44,Returning
2024-11-01,Morning,School,Social Media,64.79,4,438.66,New
2024-11-10,Evening,Executive,In-store,53.73,0,482.42,Returning
2025-04-18,Evening,Environment,Social Media,78.35,3,404.4,Returning
2024-11-18,Night,Adult,Email,121.66,1,202.64,New
2025-03-10,Night,Whose,Influencer,63.9,3,261.43,Returning
2025-01-22,Evening,Popular,Social Media,144.93,6,359.68,Loyal
2025-03-20,Evening,Effect,Social Media,36.29,1,151.44,New
2024-11-13,Night,Sister,In-store,66.69,1,112.44,Loyal
2025-01-11,Morning,Cup,In-store,86.2,9,360.56,Loyal
2025-03-13,Morning,Side,Email,136.07,8,332.3,Returning
2024-10-30,Evening,Woman,In-store,29.42,10,186.16,Returning
2025-04-17,Night,Court,In-store,71.12,1,230.27,Loyal
2025-04-28,Evening,You,In-store,76.64,5,390.64,New
2024-12-15,Evening,Painting,In-store,52.72,9,119.99,Loyal
2025-02-10,Evening,Theory,In-store,84.38,8,318.81,New
2025-04-25,Night,Need,Influencer,128.55,4,203.53,Returning
2025-02-05,Evening,Appear,In-store,143.07,1,431.44,New
2024-11-27,Night,Design,Social Media,138.56,8,100.76,New
2024-12-17,Morning,Tonight,Social Media,50.22,1,314.94,New
2025-03-29,Night,Owner,Email,103.85,9,39.59,New
2025-01-28,Evening,Sport,Influencer,132.53,10,62.34,Returning
2024-12-27,Afternoon,Fine,Email,80.26,1,168.89,New
2025-01-23,Evening,Concern,Social Media,10.15,7,284.64,Returning
2025-01-07,Evening,Condition,In-store,108.76,9,343.06,Loyal
2024-11-16,Morning,Nature,Social Media,97.77,1,491.37,Loyal
2025-02-13,Evening,City,Social Media,58.86,6,457.08,New
2024-11-17,Evening,Think,Social Media,133.83,9,198.27,Returning
2025-03-20,Morning,Song,In-store,108.48,0,475.35,Returning
2024-12-06,Evening,Different,Social Media,142.29,9,498.48,Returning
2024-12-19,Night,Stand,Social Media,79.4,8,150.84,New
2025-03-06,Afternoon,What,Social Media,129.03,7,390.36,Returning
2025-04-26,Afternoon,Become,Influencer,70.77,8,218.91,Returning
2025-02-01,Evening,Training,Email,90.87,8,378.36,New
2025-01-06,Morning,Democratic,In-store,78.14,1,196.53,Returning
2025-04-25,Afternoon,Bag,In-store,23.59,10,119.86,Loyal
2024-11-03,Evening,President,In-store,67.71,10,470.41,New
2025-02-08,Evening,Church,Influencer,33.2,9,159.03,Returning
2025-04-28,Night,Eye,In-store,71.54,1,271.06,Loyal
2025-03-21,Afternoon,While,In-store,81.39,8,133.27,Loyal
2025-01-19,Evening,Address,Social Media,90.36,2,358.58,Returning
2025-03-14,Morning,Answer,Social Media,62.14,6,34.87,New
2025-03-07,Evening,Challenge,Social Media,79.16,4,125.76,Returning
2024-12-03,Night,Wonder,In-store,83.72,5,346.97,Loyal
2024-12-15,Evening,Close,Social Media,67.31,7,490.74,Returning
2025-02-04,Morning,Various,Influencer,71.02,1,272.7,Loyal
2025-01-09,Evening,Value,In-store,68.57,9,401.1,Returning
2024-11-27,Afternoon,Beat,In-store,120.22,8,70.85,Returning
2024-12-05,Evening,A,Social Media,118.31,7,275.41,New
2025-04-24,Evening,Economy,In-store,25.02,10,33.36,Loyal
2025-01-28,Evening,List,Influencer,74.11,3,473.36,New
2025-01-18,Night,Possible,Social Media,85.48,9,361.4,Loyal
2025-02-15,Night,Crime,Email,145.47,4,322.7,Loyal
2024-11-03,Morning,Lay,In-store,45.06,10,199.11,New
2025-03-28,Evening,We,Social Media,137.15,2,490.73,Loyal
2024-12-05,Morning,Statement,Influencer,103.91,2,100.06,Returning
2025-04-14,Afternoon,Building,In-store,59.91,6,245.95,New
2024-12-22,Afternoon,Old,Social Media,10.66,7,265.01,Loyal
2024-12-24,Morning,Thus,Influencer,148.33,2,77.52,Loyal
2024-12-20,Afternoon,Hundred,Email,81.24,3,215.97,Loyal
2025-01-25,Afternoon,Mission,Email,30.27,5,151.78,Loyal
2025-01-15,Morning,Offer,Influencer,119.61,5,346.97,Loyal
2024-12-13,Night,Language,Influencer,140.29,2,55.59,Returning
2024-12-08,Evening,Soon,Email,47.17,3,48.32,Loyal
2025-04-27,Night,Score,Social Media,125.32,5,172.38,New
2025-02-18,Evening,Risk,In-store,100.04,2,448.39,Returning
2025-03-06,Night,Seem,Influencer,143,1,264.59,New
2025-01-05,Evening,Full,Social Media,123.15,5,311.49,Loyal
2025-01-31,Night,Office,Influencer,135.29,10,393.34,Loyal
2025-03-01,Morning,Sure,Email,56.3,9,440.19,New
2024-11-01,Night,Watch,Email,112.79,9,226.01,Returning
2025-02-16,Afternoon,Probably,Social Media,17.36,8,162.55,Returning
2025-03-04,Night,Line,Social Media,55.35,8,99.65,Returning
2025-01-19,Morning,Look,Email,79.76,5,342.57,New
2025-03-15,Morning,Piece,In-store,14.11,4,228.71,Loyal
2025-01-11,Afternoon,Professor,Influencer,21.54,1,483.45,Returning
2025-03-28,Morning,Game,Influencer,120.96,4,126.56,Returning
2025-04-06,Evening,Look,In-store,144.95,4,163.72,New
2024-11-03,Evening,Item,Influencer,39.4,10,25.74,New
2025-04-06,Evening,Figure,In-store,95.82,6,81.84,Loyal
2024-11-09,Afternoon,Only,In-store,101.28,9,40.39,Returning
2025-03-22,Afternoon,Financial,Social Media,82.84,0,382.54,New
2025-03-09,Morning,Teacher,Email,27.76,4,423.36,Loyal
2025-02-15,Evening,Rate,In-store,116.81,2,132.64,Returning
2025-01-22,Morning,Of,Email,142.59,3,452.07,New
2025-02-05,Night,Where,Influencer,22.23,8,415.53,Returning
2025-03-10,Night,Blue,In-store,110.64,9,327.95,New
2024-12-18,Afternoon,Realize,Social Media,5.89,9,279.94,Returning
2025-04-04,Evening,Worry,Email,141.69,6,453.7,Loyal
2025-01-19,Night,We,Influencer,138.75,2,147.63,New
2025-02-05,Night,East,Influencer,56.46,8,479.52,Returning
2025-02-26,Night,Wear,Social Media,127.96,8,353.98,New
2024-11-24,Night,Black,Email,57.31,7,93.77,New
2024-12-09,Morning,Pay,Influencer,69.02,7,296.29,Returning
2024-12-26,Night,Summer,Influencer,127.81,6,45.15,Loyal
2025-04-16,Evening,Trouble,Social Media,99.8,8,197.21,Returning
2025-04-25,Morning,Conference,Social Media,109.62,6,141.13,New
2025-02-25,Morning,Station,Social Media,56.14,9,83.92,Returning
2024-11-30,Afternoon,How,Influencer,79.35,4,366.83,Loyal
2025-02-25,Afternoon,Make,In-store,88.69,5,275.63,Loyal
2025-01-29,Afternoon,Open,Email,126.92,2,343.85,Returning
2025-03-23,Afternoon,Seat,Email,24.53,9,300.59,Loyal
2024-11-11,Evening,Walk,Email,82.11,0,430.57,Loyal
2024-12-27,Night,Agree,In-store,68.21,4,449,Loyal
2025-03-06,Morning,Mission,Email,66.39,8,199.21,Loyal
2025-03-09,Morning,Help,Email,73.01,2,97.99,Loyal
2024-10-31,Morning,Stuff,In-store,137.24,3,349.92,New
2025-04-19,Afternoon,Thank,Social Media,78.1,6,460.67,Returning
2024-11-26,Morning,Stop,Email,65.77,5,363.24,Returning
2024-12-23,Morning,Those,Influencer,32.48,7,45.21,New
2025-04-12,Morning,Family,Email,58.26,8,399.74,Loyal
2024-12-19,Night,Address,In-store,71.98,10,456.67,Returning
2025-04-15,Evening,Book,Email,46.86,8,81.23,New
2025-02-08,Afternoon,Instead,Social Media,83.94,7,181.38,Returning
2025-04-11,Afternoon,Policy,Social Media,55.33,2,316.66,Loyal
2024-11-12,Night,Large,Email,67.72,4,411.05,Loyal
2025-02-02,Morning,Level,Email,77.57,6,211.85,Returning
2025-04-03,Morning,Return,Email,93.85,10,282.04,Returning
2025-01-24,Afternoon,Economic,Social Media,118.21,2,312.28,New
2025-02-24,Evening,Avoid,Email,94.46,4,372.6,Returning
2025-01-22,Night,State,In-store,63.91,2,58.56,Returning
2025-01-01,Morning,Thing,Social Media,144.04,0,56.1,Loyal
2025-02-23,Morning,Mrs,Social Media,42.87,8,396.27,Returning
2024-11-01,Morning,Better,Influencer,29.48,5,429.14,Returning
2025-04-18,Night,Man,Influencer,127.43,4,50.42,Returning
2025-04-26,Afternoon,Mrs,Email,56.5,10,377.18,Loyal
2025-03-31,Morning,Law,In-store,22.5,4,267.14,Returning
2025-04-25,Morning,Skill,Influencer,16.87,9,335.89,Returning
2024-11-07,Afternoon,Smile,Social Media,130,4,130.27,Loyal
2025-03-10,Afternoon,Push,Email,21.25,2,160.14,Loyal
2025-03-23,Morning,Hot,In-store,77.19,3,301.3,New
2024-12-01,Night,Attack,Influencer,139.9,5,162.52,Returning
2024-11-11,Afternoon,Itself,Influencer,74.72,5,20.71,Returning
2025-03-29,Evening,Democrat,Influencer,31.48,3,88.09,New
2025-03-07,Afternoon,Book,Influencer,56.89,7,54.53,New
2025-03-15,Evening,Agree,Influencer,80.93,1,478.18,New
2024-12-08,Night,Though,In-store,73.74,1,34.32,New
2025-03-24,Afternoon,Suffer,Social Media,5.14,1,117.91,Returning
2025-04-16,Morning,Structure,Email,117.28,4,419.3,New
2025-03-04,Morning,Manager,Email,86.55,9,56.06,Loyal
2025-01-16,Afternoon,Discover,Influencer,30.68,6,110.62,Returning
2024-11-17,Evening,Measure,Social Media,114.92,6,217.33,Returning
2024-12-01,Afternoon,Site,In-store,88.28,1,466.56,New
2024-12-21,Night,Account,Influencer,22.1,2,137.56,Loyal
2025-04-30,Evening,Message,Social Media,46.88,10,103.63,Returning
2025-01-29,Morning,Skin,Influencer,74.74,7,38.6,Loyal
2025-03-05,Evening,Forget,Social Media,65.23,7,374.6,Loyal
2025-02-16,Morning,Game,Social Media,110.84,1,210.57,Loyal
2025-03-22,Afternoon,Speech,In-store,52.88,4,164.36,New
2025-04-16,Afternoon,I,Email,26.99,3,57.19,Loyal
2025-02-02,Night,Would,Influencer,53.27,5,74.14,Returning
2025-01-06,Night,Simply,In-store,56.09,10,84.59,Returning
2024-12-29,Night,Simple,In-store,69.73,2,116.47,Returning
2025-03-13,Afternoon,Picture,Influencer,123.75,9,168.8,Loyal
2024-12-13,Night,Account,Email,8.13,2,353.41,New
2024-12-03,Afternoon,What,Influencer,117.86,2,439.38,Loyal
2025-01-16,Morning,Reality,Email,84.07,6,101.46,New
2025-03-22,Night,Suggest,Social Media,15.25,5,101.59,New
2025-04-25,Morning,Other,Social Media,108.8,0,97.27,Loyal
2025-01-16,Morning,Leg,Email,104.66,5,296.31,Loyal
2025-01-20,Evening,Interest,Email,111.32,2,49.16,New
2024-11-04,Night,Responsibility,Social Media,117.07,7,330.86,Returning
2025-04-15,Morning,Degree,Social Media,49.35,6,300.82,Returning
2025-03-14,Night,Option,Email,34.07,1,28.76,New
2025-03-20,Night,Both,Email,107.02,5,415.28,Loyal
2025-01-19,Afternoon,Population,In-store,107.52,8,445.97,Loyal
2024-12-05,Night,Already,Social Media,30.31,6,346.34,Returning
2024-12-17,Morning,Simple,Email,95.66,1,75.71,New
2025-03-05,Evening,Range,Social Media,22.85,0,495.41,Loyal
2024-11-25,Night,Drug,Influencer,115.87,4,493.86,Returning
2024-11-16,Night,Wide,Email,18.93,2,273.96,Loyal
2025-04-16,Morning,Clearly,In-store,141.46,8,382.13,Returning
2024-11-09,Morning,Company,Email,68.95,9,93.18,New
2025-02-17,Night,Amount,In-store,14.15,3,466.36,New
2024-12-07,Afternoon,Dark,Influencer,26.81,7,393.32,Loyal
2025-01-23,Evening,Deal,Social Media,137.29,3,164.69,Loyal
2024-11-15,Morning,Training,Influencer,115.43,1,348.96,Loyal
2024-12-28,Morning,Summer,Email,13.53,5,178.5,New
2025-03-27,Evening,Deal,Email,28.21,2,396.19,Loyal
2024-12-15,Morning,Risk,In-store,68.53,5,450.17,Loyal
2024-12-24,Evening,You,Social Media,119.48,9,487.27,Returning
2025-03-21,Evening,Memory,Social Media,134.92,8,89.5,New
2025-03-14,Night,Almost,Email,30.55,5,179.51,Returning
2025-01-26,Morning,Sport,Influencer,109.06,0,147.33,Loyal
2024-11-26,Afternoon,Field,Social Media,9.83,2,412.29,Returning
2025-03-06,Morning,Three,Influencer,112.67,9,116.66,New
2025-01-24,Night,Seat,Social Media,94.44,6,396.63,New
2025-01-27,Night,Really,Email,22.58,9,40.75,Returning
2025-01-18,Morning,Realize,Influencer,104.94,9,310.39,Loyal
2025-04-16,Evening,Possible,Email,10.55,6,324.49,New
2025-01-11,Afternoon,Hold,Social Media,47.22,9,425.17,Returning
2025-04-22,Night,Fast,Email,75.06,0,76.98,New
2024-12-14,Morning,Certain,Influencer,124.03,9,102.89,Returning
2025-01-27,Evening,Almost,Email,80.64,9,485.93,Loyal
